record_id,pmid,clinical_node_candidates,ai_decision,ai_confidence_basis,ai_rationale,exclusion_flags,reviewer_id,review_status,human_confirmation_required
pubmed:42132028:K5,42132028,K3;K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42137389:K1,42137389,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42138680:K4,42138680,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42155162:K1,42155162,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42166177:K1,42166177,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42173182:K4,42173182,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42181337:K1,42181337,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42194937:K1,42194937,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42211339:K4,42211339,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42217623:K5,42217623,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42240175:K3,42240175,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42245902:K1,42245902,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42256404:K4,42256404,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42280452:K3,42280452,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42293164:K4,42293164,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42302886:K3,42302886,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42320168:K1,42320168,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42355996:K1,42355996,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42357854:K5,42357854,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42371291:K3,42371291,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42374267:K3,42374267,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42389475:K1,42389475,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42400030:K5,42400030,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42410503:K4,42410503,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:42417324:K4,42417324,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:6472365:K4,6472365,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:6701590:K2,6701590,K2,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:6895662:K4,6895662,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7027859:K4,7027859,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7485209:K3,7485209,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7567330:K5,7567330,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7577638:K5,7577638,K3;K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7738626:K4,7738626,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7872282:K4,7872282,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7881161:K3,7881161,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7933819:K1,7933819,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7950288:K3,7950288,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:7984788:K1,7984788,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8052367:K1,8052367,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8092599:K4,8092599,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8131343:K1,8131343,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8151464:K1,8151464,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8172183:K5,8172183,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8261678:K1,8261678,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8311372:K3,8311372,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8319063:K3,8319063,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8565536:K4,8565536,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8609254:K1,8609254,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:865369:K3,865369,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8770963:K1,8770963,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8837543:K1,8837543,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8856646:K1,8856646,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8861138:K4,8861138,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8862481:K5,8862481,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8918489:K4,8918489,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8968701:K1,8968701,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:8980410:K4,8980410,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9455716:K4,9455716,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9511024:K5,9511024,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9546419:K3,9546419,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9627532:K4,9627532,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9643859:K5,9643859,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9645896:K4,9645896,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9668543:K3,9668543,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9697664:K1,9697664,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9751940:K5,9751940,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9794562:K3,9794562,K3,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9808143:K1,9808143,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9824184:K4,9824184,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9848759:K4,9848759,K4,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9876475:K1,9876475,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9988142:K1,9988142,K1,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:9989892:K5,9989892,K5,ai_include_candidate,score=9; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:10546776:K4,10546776,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:10589414:K3,10589414,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:10691860:K5,10691860,K3;K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:10796650:K4,10796650,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:10975319:K1,10975319,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:11076106:K1,11076106,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:11127214:K1,11127214,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:11343043:K5,11343043,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:11421292:K5,11421292,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:11461753:K4,11461753,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:11812718:K4,11812718,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12045535:K3,12045535,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12147785:K1,12147785,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12196641:K4,12196641,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12198056:K4,12198056,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12475575:K4,12475575,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12590034:K1,12590034,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12594974:K4,12594974,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:12663295:K5,12663295,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:1418693:K4,1418693,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:14752836:K3,14752836,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:14973216:K1,14973216,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:15115623:K4,15115623,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:15588742:K4,15588742,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:15689195:K4,15689195,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:15764775:K4,15764775,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:15795711:K4,15795711,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:15867772:K4,15867772,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16143228:K1,16143228,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16301236:K4,16301236,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16359918:K4,16359918,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16498146:K4,16498146,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16512321:K5,16512321,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:1655329:K4,1655329,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16627763:K3,16627763,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16628069:K4,16628069,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16864826:K2,16864826,K2,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:16882804:K4,16882804,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17012443:K4,17012443,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17054172:K4,17054172,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17055945:K4,17055945,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17111052:K4,17111052,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17164314:K1,17164314,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17443607:K1,17443607,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17513654:K4,17513654,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17545379:K5,17545379,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17560883:K4,17560883,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17614750:K4,17614750,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17615905:K5,17615905,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17630263:K3,17630263,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17647097:K5,17647097,K1;K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:17904969:K4,17904969,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18193489:K4,18193489,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18202761:K1,18202761,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18253985:K1,18253985,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18254053:K1,18254053,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18451681:K1,18451681,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18562740:K4,18562740,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18633606:K1,18633606,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18653899:K3,18653899,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:18855118:K2,18855118,K2,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19059053:K3,19059053,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19300321:K4,19300321,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19705207:K5,19705207,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19789155:K1,19789155,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19901719:K5,19901719,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19904293:K5,19904293,K3;K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:19960185:K1,19960185,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20020207:K1,20020207,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20068444:K1,20068444,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20334471:K4,20334471,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20359149:K1,20359149,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20435238:K4,20435238,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20455705:K5,20455705,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20556793:K5,20556793,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20669091:K4,20669091,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20672005:K3,20672005,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20693962:K1,20693962,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20832532:K1,20832532,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20868371:K5,20868371,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20882172:K4,20882172,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20882439:K4,20882439,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:20930652:K3,20930652,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21067912:K4,21067912,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21077527:K4,21077527,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21124301:K1,21124301,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21144032:K4,21144032,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21249653:K4,21249653,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21284967:K4,21284967,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21429060:K1,21429060,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21569418:K5,21569418,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21666789:K5,21666789,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21706518:K1,21706518,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21735509:K1,21735509,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21750312:K1,21750312,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:21873253:K4,21873253,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22013199:K5,22013199,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22040826:K1,22040826,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22073795:K3,22073795,K3,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22099039:K4,22099039,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22232351:K4,22232351,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22426357:K1,22426357,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22498394:K5,22498394,K5,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22551322:K4,22551322,K4,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
pubmed:22551880:K1,22551880,K1,ai_include_candidate,score=8; proposal=priority_include_candidate,design+exposure+outcome signals,,codex_ai,ai_reviewed_not_human,true
