record_id,question_id,decision,reason_codes,confidence,evidence_basis
PMID-34994820,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35002695,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35002709,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35004881,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome,medium,abstract
PMID-35005611,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35008650,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35014913,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35017887,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35018441,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,off_topic,high,abstract
PMID-35020184,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35020555,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35027662,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35031005,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35034355,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35034948,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35037671,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35039166,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35039188,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35039439,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35041636,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35042747,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35044674,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35045950,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35048104,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35048751,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,low,title_only
PMID-35056867,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35060618,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35062878,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35065586,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35065993,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35070468,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35071660,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35074461,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35085744,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35089954,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35092733,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35093272,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35101661,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35103836,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35105269,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35106928,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35107323,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35110045,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35110525,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35111421,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35112588,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35115825,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome,medium,abstract
PMID-35120917,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;insufficient_abstract,low,title_only
PMID-35123231,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35131407,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35132012,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35132561,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35134049,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,off_topic,low,title_only
PMID-35134200,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome,medium,abstract
PMID-35142656,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35145060,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35154529,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35155466,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35156262,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35159219,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35160013,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35164831,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35166373,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35172013,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35172725,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35173100,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35175154,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;insufficient_abstract,low,title_only
PMID-35175416,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35179299,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35184333,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35195989,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;outcome;insufficient_abstract,medium,abstract
PMID-35198058,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35198918,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35201347,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35202007,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35204957,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35214070,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35214152,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35219343,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35221273,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35221279,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35221435,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35223271,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35223652,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35223704,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35223710,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35225146,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,off_topic,high,abstract
PMID-35230744,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,off_topic,low,title_only
PMID-35240919,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35244842,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome,medium,abstract
PMID-35244883,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35246171,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35246254,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35246743,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35253560,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35256248,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35259470,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35259588,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35259669,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35265717,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35270624,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome,medium,abstract
PMID-35273783,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35274341,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35276298,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35278532,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;insufficient_abstract,low,title_only
PMID-35278889,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35279777,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35282052,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35285202,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35285610,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35292334,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35295217,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35302173,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35305118,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35305913,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35308713,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35310165,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35313777,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35315304,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35316804,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35321834,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35325846,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35335850,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35337921,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35338732,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;insufficient_abstract,low,title_only
PMID-35342347,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35344302,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35346136,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35355074,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35356839,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35359022,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35366176,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35369900,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35380478,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35381052,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35382818,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35383071,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35389767,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35392025,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35392551,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35398962,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35403238,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35403383,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35404488,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,low,title_only
PMID-35409942,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,off_topic,high,abstract
PMID-35410322,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35412873,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35413578,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35414769,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35416184,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35420237,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35433753,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35438772,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,off_topic,high,abstract
PMID-35439241,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35440176,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35440504,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;insufficient_abstract,low,title_only
PMID-35441652,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35445802,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35446272,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35450103,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35451190,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35460909,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35463628,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35464598,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35469835,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35473828,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35474551,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35485565,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35485955,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35485977,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,low,title_only
PMID-35487403,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome,medium,abstract
PMID-35491165,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35498218,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35500453,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35502492,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35504092,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35505278,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35505365,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35507736,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35508086,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35510880,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35511631,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35513057,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35514074,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35517824,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35522395,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35523509,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;outcome;insufficient_abstract,medium,abstract
PMID-35523834,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35525724,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35526783,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;insufficient_abstract,low,title_only
PMID-35526796,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35527020,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35534770,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35535712,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35536057,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35544337,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35546205,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35558348,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;off_topic,high,abstract
PMID-35562419,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35564733,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35571552,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35573073,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35578561,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35578873,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35580848,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35585255,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35587124,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35588406,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35615243,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35617091,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;outcome;insufficient_abstract,medium,abstract
PMID-35626634,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35628840,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;design_signal,high,abstract
PMID-35631218,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35633235,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35633648,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35634881,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35635077,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35642939,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35644989,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,off_topic,high,abstract
PMID-35645068,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35652170,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35655487,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35659879,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35662663,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,exposure;outcome;insufficient_abstract,medium,abstract
PMID-35665964,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35670081,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35673846,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35679914,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35686314,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35693437,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35697284,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35699728,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35700755,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35706332,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35713544,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35714036,OTC-LIT-Q01-ACETAMINOPHEN,retain,population;exposure;outcome;human_signal;design_signal,high,abstract
PMID-35722787,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
PMID-35723070,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,exposure;outcome;animal_term_present,high,abstract
