evidence_candidate_id,clinical_node_id,pmid,selection_basis,score,year,title,design_signals,outcome_signals,candidate_abstract_quote,source_url,source_locator,verification_status,full_text_status,limitations,human_title_abstract_decision,human_title_abstract_reason,full_text_retrieval_status,full_text_path,human_full_text_decision,human_full_text_reason,full_text_locator,reviewer_id,reviewed_at,review_notes
EV-K3-38641845,K3,38641845,top_score_recent,11,2024,Haem iron versus ferrous iron salts to treat iron deficiency anaemia in Gambian children: protocol for randomised controlled trial {1}.,randomised;clinical trial,adverse;diarr,Safety outcomes such as diarrhoea and infection-related adverse events will be assessed daily by the clinical team (see Bah et al.,https://pubmed.ncbi.nlm.nih.gov/38641845/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-39114275,K3,39114275,top_score_recent,11,2024,Efficacy of daily versus intermittent oral iron supplementation for prevention of anaemia among pregnant women: a systematic review and meta-analysis.,systematic review;meta-analysis,adverse;constipation;diarr;nausea,"However, the adverse effects due to daily supplementation leads to poor compliance among pregnant women.",https://pubmed.ncbi.nlm.nih.gov/39114275/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-39449947,K3,39449947,top_score_recent,11,2024,Oral Liposomal Iron Versus Injectable Iron Sucrose for Anemia Treatment in Non-dialysis Chronic Kidney Disease Patients: A Non-inferiority Study.,randomized;cohort,adverse;constipation;tolerab,"Among various iron formulations, liposomal iron has emerged as a promising option due to its enhanced efficacy in replenishing iron reserves and improved tolerability.",https://pubmed.ncbi.nlm.nih.gov/39449947/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-39494607,K3,39494607,top_score_recent,11,2024,Improved gastrointestinal tolerance and iron status via probiotic use in iron deficiency anaemia patients initiating oral iron replacement: a randomised controlled trial.,randomised;prospective,abdominal pain;tolerab,"This study aimed to investigate gastrointestinal tolerability, treatment persistence and iron status markers in patients with iron deficiency anaemia (IDA) who received oral iron replacement therapy (IRT) with v.",https://pubmed.ncbi.nlm.nih.gov/39494607/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-39509998,K3,39509998,top_score_recent,11,2025,Utility of iron concentration two to four hours post ingestion in predicting toxicity.,case series;retrospective,diarr;nausea;vomiting,"No patients who developed at most minor symptoms (abdominal discomfort, nausea, vomiting, or diarrhea without evidence of systemic toxicity) and had a 2-4 h concentration ≤ 300 μg/dL symptoms had a subsequent concentration ≥ 350 μg/dL (negative predictive value [NPV] 100 %).",https://pubmed.ncbi.nlm.nih.gov/39509998/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-39670550,K3,39670550,top_score_recent,11,2024,Treatment for women with postpartum iron deficiency anaemia.,randomised;meta-analysis,adverse;constipation,"The important outcomes included persistent anaemia symptoms, persistent postpartum anaemia, psychological well-being, infections, compliance with treatment, breastfeeding, length of hospital stay, serious adverse events, anaphylaxis or evidence of hypersensitivity, flushing/Fishbane reaction, injection discomfort/reaction, constipation, gastrointestinal pain, number of red blood cell transfusions, and haemoglobin levels.",https://pubmed.ncbi.nlm.nih.gov/39670550/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-40050333,K3,40050333,top_score_recent,11,2025,Consumption of lettuce with seaweed extract biostimulant application improved iron homeostasis in a randomized interventional trial of healthy individuals.,randomized;clinical trial,constipation;diarr,Supplementation of iron in tablets has similar effects to lettuce with SwE application but with side effects (diarrhea or constipation).,https://pubmed.ncbi.nlm.nih.gov/40050333/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-40073039,K3,40073039,top_score_recent,11,2025,Low-dose ferric carboxymaltose vs. oral iron for improving hemoglobin levels in postpartum East Asian women: A randomized controlled trial.,randomized;clinical trial,adverse;constipation;nausea,"Secondary outcomes included serum ferritin, transferrin saturation, the Edinburgh Postnatal Depression Scale (EPDS) score, and adverse events at 4 weeks.",https://pubmed.ncbi.nlm.nih.gov/40073039/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-40224710,K3,40224710,top_score_recent,11,2025,Daily Versus Alternate Day Oral Iron Replacement for Women with Iron Deficiency Anaemia: A Randomized Controlled Trial.,randomized;randomised;clinical trial,adverse;tolerab,The optimal way of oral iron replacement for iron deficiency anaemia(IDA) is still unknown and few recent studies have reported better fractional absorption and tolerability of intermittently administered iron.,https://pubmed.ncbi.nlm.nih.gov/40224710/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-40382392,K3,40382392,top_score_recent,11,2025,"A phase 1b randomised clinical trial evaluating BBI-001, a non-absorbed oral therapeutic for the treatment of iron overload.",randomised;clinical trial,adverse;iron overload,"Non-transfusion-dependent iron overload is the result of excessive dietary iron absorption, most commonly caused in populations of European descent by the genetic disorder HFE-related hemochromatosis (HH).",https://pubmed.ncbi.nlm.nih.gov/40382392/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-40542094,K3,40542094,top_score_recent,11,2025,"Interventional impact of liposomal iron on iron-deficient children developmental outcome: randomized, double-blind, placebo-controlled trial.",randomized;clinical trial,adverse;tolerab,"CONCLUSIONS: Liposomal iron showed, in addition to good efficacy and tolerability, a favorable impact on the development and growth of iron-deficient children.",https://pubmed.ncbi.nlm.nih.gov/40542094/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-40841680,K3,40841680,top_score_recent,11,2025,Efficacy of daily versus alternate day oral iron supplementation for management of anaemia among general population: a systematic review and meta-analysis.,clinical trial;systematic review;meta-analysis,adverse;tolerab,"Therefore, this review aimed to compare the efficacy and tolerability of daily versus alternate-day oral iron supplementation for IDA in the general population.",https://pubmed.ncbi.nlm.nih.gov/40841680/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-41562674,K3,41562674,top_score_recent,11,2026,Fetal Safety of Intravenous Ferric Carboxymaltose in Pregnancy: A Cardiotocography Study from a Tertiary Care Hospital in Italy.,cohort;prospective,adverse;nausea,The primary endpoint for maternal safety was the observation of adverse effects of iron infusion.,https://pubmed.ncbi.nlm.nih.gov/41562674/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K3-42078226,K3,42078226,top_score_recent,11,2026,Intravenous and Oral Iron Strategies for Iron-Deficiency Anemia in Pregnancy: A Systematic Review of Randomized Controlled Trials From a Hematology Perspective.,randomized;systematic review,adverse;constipation;nausea;vomiting,"Oral ferrous preparations were associated with more gastrointestinal adverse effects; for example, in one study, gastrointestinal treatment-related events were reported in more women receiving oral ferrous sulfate versus those receiving ferric carboxymaltose.",https://pubmed.ncbi.nlm.nih.gov/42078226/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-27565970,K4,27565970,top_score_recent,11,2017,Dofetilide in Overdose: A Case Series from Poison Center Data.,case series;retrospective,adverse;toxic,"Though its adverse effects are well described in routine use, very little is known about dofetilide toxicity in overdose.",https://pubmed.ncbi.nlm.nih.gov/27565970/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-29360138,K4,29360138,top_score_recent,11,2018,Interventions to reduce acute and late adverse gastrointestinal effects of pelvic radiotherapy for primary pelvic cancers.,randomised;clinical trial;meta-analysis,adverse;diarr;toxic,"OBJECTIVES: To determine which prophylactic interventions reduce the incidence, severity or both of adverse gastrointestinal effects among adults receiving radiotherapy to treat primary pelvic cancers.",https://pubmed.ncbi.nlm.nih.gov/29360138/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-29557685,K4,29557685,top_score_recent,11,2018,Magnesium sulfate and calcium channel blocking drugs as antidotes for acute organophosphorus insecticide poisoning - a systematic review and meta-analysis.,randomized;clinical trial;case report;case series;systematic review;meta-analysis,adverse;toxic,"Adverse effects were reported rarely, with 11.1% of patients in the randomized controlled trials receiving the highest dose of magnesium sulfate requiring their infusion to be stopped due to hypotension.",https://pubmed.ncbi.nlm.nih.gov/29557685/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-29988705,K4,29988705,prespecified_seed,5,2018,The characteristics of patients with hypermagnesemia who underwent emergency hemodialysis.,,hypermagnes,AIM: This study aimed to clarify the characteristics of patients who presented with severe hypermagnesemia and subsequently underwent emergency hemodialysis.,https://pubmed.ncbi.nlm.nih.gov/29988705/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-30136128,K4,30136128,prespecified_seed,9,2019,Severe hypermagnesemia induced by magnesium oxide ingestion: a case series.,case series,hypermagnes;renal insufficiency,Hypermagnesemia is generally considered an exceptional iatrogenic condition usually caused by magnesium-containing cathartics.,https://pubmed.ncbi.nlm.nih.gov/30136128/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-30805197,K4,30805197,prespecified_seed,11,2019,Risk factors for the development of hypermagnesemia in patients prescribed magnesium oxide: a retrospective cohort study.,cohort;retrospective,adverse;hypermagnes,"Because serum Magnesium (Mg) levels are elevated in elderly and/or patients with renal failure, its periodic monitoring is recommended for patients prescribed MgO, in order to prevent MgO-induced hypermagnesemia.",https://pubmed.ncbi.nlm.nih.gov/30805197/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-31105568,K4,31105568,top_score_recent,11,2019,Use Profile of Magnesium Sulfate in Anesthesia in Brazil.,prospective;cross-sectional,adverse;hypermagnes,"The questionnaire comprised closed questions mainly regarding the frequency, clinical effects, adverse events, and doses of magnesium sulfate used in anesthesia.",https://pubmed.ncbi.nlm.nih.gov/31105568/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-31498421,K4,31498421,top_score_recent,11,2019,Magnesium for treating sickle cell disease.,randomized;clinical trial,adverse;diarr,"Both studies reported on adverse events, but not defined by severity as we had planned.",https://pubmed.ncbi.nlm.nih.gov/31498421/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-32956536,K4,32956536,top_score_recent,11,2020,Magnesium for skeletal muscle cramps.,randomized;meta-analysis,adverse;diarr,We collected all data on adverse effects from the included RCTs.,https://pubmed.ncbi.nlm.nih.gov/32956536/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-33052033,K4,33052033,top_score_recent,11,2021,Carboplatin and hypomagnesemia: Is it really a problem?,cohort;retrospective,diarr;toxic,"BACKGROUND: Carboplatin has largely replaced cisplatin in ovarian/peritoneal/tubal cancer (OC) due to comparable activity and reduced toxicity, particularly nephrotoxicity and hypomagnesemia.",https://pubmed.ncbi.nlm.nih.gov/33052033/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-33275278,K4,33275278,top_score_recent,11,2020,Interventions for leg cramps in pregnancy.,randomised;clinical trial;meta-analysis,adverse;diarr,Quinine was excluded for its known adverse effects.,https://pubmed.ncbi.nlm.nih.gov/33275278/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-33452957,K4,33452957,top_score_recent,11,2021,Effectiveness of renal-specific oral nutritional supplements compared with diet counseling in malnourished hemodialysis patients.,randomized;clinical trial,adverse;kidney failure,Oral nutritional supplementation (ONS) is recommended for malnourished patients with kidney failure.,https://pubmed.ncbi.nlm.nih.gov/33452957/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-35280833,K4,35280833,top_score_recent,11,2022,"Melatonin in the prevention of cisplatin-induced acute nephrotoxicity: a randomized, controlled clinical trial.",randomized;clinical trial,adverse;toxic,BACKGROUND AND PURPOSE: Cisplatin-induced nephrotoxicity (CisIN) remains the most dose-limiting adverse effect of its clinical use.,https://pubmed.ncbi.nlm.nih.gov/35280833/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-37487817,K4,37487817,prespecified_seed,11,2023,Perspective: Call for Re-evaluation of the Tolerable Upper Intake Level for Magnesium Supplementation in Adults.,randomized;meta-analysis,adverse;diarr,Diarrhea was the limiting factor.,https://pubmed.ncbi.nlm.nih.gov/37487817/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-38452708,K4,38452708,top_score_recent,11,2024,Pharmacological prevention and treatment of opioid-induced constipation in cancer patients: A systematic review and meta-analysis.,randomized;cohort;systematic review;meta-analysis,adverse;diarr,Bowel function and adverse drug events were assessed.,https://pubmed.ncbi.nlm.nih.gov/38452708/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-38608850,K4,38608850,top_score_recent,11,2024,The bioaccessibility and tolerability of marine-derived sources of magnesium and calcium.,randomized;cohort,adverse;diarr,"However, challenges associated with limited mineral solubility in the digestive system can impede effective dissolution and hinder absorption, leading to deficiency, and undesirable gastrointestinal disturbances including diarrhoea.",https://pubmed.ncbi.nlm.nih.gov/38608850/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-39138715,K4,39138715,top_score_recent,11,2025,Efficacy of N-Methyl-D-Aspartate (NMDA) Receptor Antagonists in Treating Traumatic Brain Injury-Induced Brain Edema: A Systematic Review and Meta-analysis of Animal Studies.,systematic review;meta-analysis,adverse;toxic,"Traumatic brain injury leads to glutamate release, which overstimulates N-methyl-D-aspartate (NMDA) receptors, leading to neurotoxicity and cytotoxic edema.",https://pubmed.ncbi.nlm.nih.gov/39138715/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-39218658,K4,39218658,prespecified_seed,4,2024,[Risk Factors Analysis for Hypermagnesemia with Magnesium Oxide].,,hypermagnes,"While decreased renal function is a known risk factor for hypermagnesemia caused by magnesium oxide (MgO), few studies have comprehensively investigated other contributing factors.",https://pubmed.ncbi.nlm.nih.gov/39218658/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-40272825,K4,40272825,top_score_recent,11,2025,Intravenous Magnesium and Cisplatin-Associated Acute Kidney Injury.,randomized;clinical trial;cohort,adverse;toxic,"Secondary outcomes were CP-AKI or death, defined using alternative definitions, as well as major adverse kidney events at 90 days.",https://pubmed.ncbi.nlm.nih.gov/40272825/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-40944226,K4,40944226,top_score_recent,11,2025,Protective Role of Key Micronutrients in Chemotherapy-Induced Organ Toxicity: A Comprehensive Review of Mechanistic Insights and Clinical Implications.,randomized;clinical trial;cohort;case series;systematic review,toxic;toxicity,"BACKGROUND/OBJECTIVES: Systemic toxicities to key organs like the heart, liver, and kidneys impair the efficacy of chemotherapy in cancer treatment.",https://pubmed.ncbi.nlm.nih.gov/40944226/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-41286042,K4,41286042,top_score_recent,11,2025,Mannitol versus furosemide for prevention of cisplatin-induced nephrotoxicity in a multicenter retrospective cohort study.,randomized;cohort;retrospective,adverse;toxic,Cisplatin (cis-diamminedichloroplatinum [CDDP]) is a widely used anticancer drug with a significant risk of nephrotoxicity.,https://pubmed.ncbi.nlm.nih.gov/41286042/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-42106847,K4,42106847,top_score_recent,11,2026,Serum trace and heavy metal exposure and IVF/ICSI outcomes: modifying effects of maternal diet in a prospective cohort.,cohort;prospective,adverse;toxic,Maternal diet can potentially modulate metal-related toxicity by influencing metabolic pathways and oxidative stress.,https://pubmed.ncbi.nlm.nih.gov/42106847/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K4-42117212,K4,42117212,top_score_recent,11,2026,From monotherapy to sequential models: An updated scoping review on ibogaine's role in treatment for psychiatric disorders.,randomized;case report,adverse;toxic,"As patient interest and off-label use grow, clinicians require an understanding of emerging dosing strategies, investigational protocols, and reported adverse effects to appropriately counsel patients and contextualize potential risks and benefits.",https://pubmed.ncbi.nlm.nih.gov/42117212/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-2407097,K5,2407097,prespecified_seed,7,1990,Zinc toxicity.,,anemia;copper deficiency;nausea;neutropenia;toxic;vomiting,This is a review of the literature on manifestations of toxicity at several levels of zinc intake.,https://pubmed.ncbi.nlm.nih.gov/2407097/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-29424482,K5,29424482,top_score_recent,11,2018,Zinc Deficiency-Like Syndrome in Fleckvieh Calves: Clinical and Pathological Findings and Differentiation from Bovine Hereditary Zinc Deficiency.,case series;retrospective;prospective,anemia;diarr,"Laboratory variables revealed slight anemia in 8 calves, hypoalbuminemia in 6 calves, but reduced serum zinc concentrations in only 3 calves.",https://pubmed.ncbi.nlm.nih.gov/29424482/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-29930370,K5,29930370,top_score_recent,11,2018,Taste disturbances - are there any effective treatments?,randomised;clinical trial;meta-analysis,abdominal pain;diarr;nausea,"Out of the nine trials using zinc supplementation, four reported adverse events like eczema, nausea, abdominal pain, diarrhoea, constipation, decrease in blood iron, increase in blood alkaline phosphatase and minor increase in blood triglycerides.One trial tested taste discrimination using acupuncture (MD 2.80, 95% CI -1.18 to 6.78; 37 participants, very low-quality evidence).No adverse events were reported in the acupuncture trial.ConclusionsThe authors found very low-quality evidence that was insufficient to conclude on the role of zinc supplements to improve taste acuity reported by patients and very low-quality evidence that zinc supplements improve taste acuity in patients with zinc deficiency/idiopathic taste disorders.",https://pubmed.ncbi.nlm.nih.gov/29930370/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-30779870,K5,30779870,top_score_recent,11,2019,Effectiveness of provision of animal-source foods for supporting optimal growth and development in children 6 to 59 months of age.,randomized;meta-analysis,anemia;diarr,One study with yogurt (402 children) reported a significant reduction in duration and incidence of diarrhea and upper respiratory infections in the intervention group.,https://pubmed.ncbi.nlm.nih.gov/30779870/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-31694979,K5,31694979,top_score_recent,11,2019,Oral Ondansetron Administration to Dehydrated Children in Pakistan: A Randomized Clinical Trial.,randomized;clinical trial,diarr;vomiting,BACKGROUND: Ondansetron is an effective antiemetic employed to prevent vomiting in children with gastroenteritis in high-income countries; data from low- and middle-income countries are sparse.,https://pubmed.ncbi.nlm.nih.gov/31694979/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-31910279,K5,31910279,top_score_recent,11,2020,Effect of Folic Acid and Zinc Supplementation in Men on Semen Quality and Live Birth Among Couples Undergoing Infertility Treatment: A Randomized Clinical Trial.,randomized;clinical trial,nausea;vomiting,"Gastrointestinal symptoms were more common with folic acid and zinc supplementation compared with placebo (abdominal discomfort or pain: 66 [6%] vs 40 [3%], respectively; nausea: 50 [4%] vs 24 [2%]; and vomiting: 32 [3%] vs 17 [1%]).",https://pubmed.ncbi.nlm.nih.gov/31910279/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-32075071,K5,32075071,top_score_recent,11,2020,"Vitamin and Mineral Supplementation During Pregnancy on Maternal, Birth, Child Health and Development Outcomes in Low- and Middle-Income Countries: A Systematic Review and Meta-Analysis.",randomized;systematic review;meta-analysis,anemia;diarr,"MMN also improved child outcomes, including diarrhea incidence and retinol concentration, which are findings not previously reported.",https://pubmed.ncbi.nlm.nih.gov/32075071/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-33166742,K5,33166742,top_score_recent,11,2021,Interaction between magnesium and methylglyoxal in diabetic polyneuropathy and neuronal models.,cohort;cross-sectional,neuropath;toxic,OBJECTIVE: The lack of effective treatments against diabetic sensorimotor polyneuropathy demands the search for new strategies to combat or prevent the condition.,https://pubmed.ncbi.nlm.nih.gov/33166742/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-34061438,K5,34061438,top_score_recent,11,2021,Zinc deficiency and its association with treatment-related toxicity in children with cancer.,cohort;retrospective,diarr;toxic,BACKGROUND: Nutritional deficiencies in children with cancer at time of diagnosis and during treatment may negatively affect disease outcome and increase treatment-related toxicity.,https://pubmed.ncbi.nlm.nih.gov/34061438/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-34564844,K5,34564844,top_score_recent,11,2021,Nutrition-specific interventions for preventing and controlling anaemia throughout the life cycle: an overview of systematic reviews.,randomised;systematic review,adverse;anaemia;diarr;vomiting,BACKGROUND: Anaemia is a prevalent health problem worldwide.,https://pubmed.ncbi.nlm.nih.gov/34564844/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-34999679,K5,34999679,top_score_recent,11,2022,Efficacy of Probiotics in Treatment of Acute Rotavirus and Non Rotavirus Watery Diarrhoea in Children Admitted in Mymensingh Medical College Hospital.,randomized;clinical trial,diarr;vomiting,"Probiotics are live microorganisms that, when administered in adequate amount helps in reducing the duration of diarrhoea.",https://pubmed.ncbi.nlm.nih.gov/34999679/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-35365361,K5,35365361,top_score_recent,11,2022,ESPEN micronutrient guideline.,randomized;meta-analysis,toxic;toxicity,"For each MN, the main functions, optimal analytical methods, impact of inflammation, potential toxicity, and provision during enteral or parenteral nutrition were addressed.",https://pubmed.ncbi.nlm.nih.gov/35365361/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-35397572,K5,35397572,top_score_recent,11,2022,"Efficacy and safety of Bacillus clausii (O/C, N/R, SIN, T) probiotic combined with oral rehydration therapy (ORT) and zinc in acute diarrhea in children: a randomized, double-blind, placebo-controlled study in India.",randomized;retrospective,abdominal pain;diarr;nausea;vomiting,"BACKGROUND: Childhood diarrhea remains a major disease burden, particularly in developing countries, and is a leading cause of death in children aged < 5 years, worldwide.",https://pubmed.ncbi.nlm.nih.gov/35397572/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-37051178,K5,37051178,top_score_recent,11,2021,"Effects of vitamin and mineral supplementation during pregnancy on maternal, birth, child health and development outcomes in low- and middle-income countries: A systematic review.",randomized;clinical trial;systematic review,anaemia;diarr,"IFA compared to folic acid showed a large and significant (48%) reduction in the risk of maternal anaemia (average risk ratio (RR) 0.52, 95% CI 0.41 to 0.66; studies = 5; participants = 15,540; moderate-quality evidence).",https://pubmed.ncbi.nlm.nih.gov/37051178/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-37640593,K5,37640593,prespecified_seed,6,2023,Severe copper deficiency anemia caused by zinc supplement use.,,anemia;copper deficiency,Copper deficiency is an uncommon condition primarily affecting the hematologic and neurologic systems.,https://pubmed.ncbi.nlm.nih.gov/37640593/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-37736439,K5,37736439,prespecified_seed,7,2023,Zinc-Induced Copper Deficiency as a Rare Cause of Neurological Deficit and Anemia.,,anemia;copper deficiency;hypocuprem,"However, zinc over-supplementation in this population can lead to hypocupremia, causing various presentations such as anemia, paresthesia, and gait disturbances.",https://pubmed.ncbi.nlm.nih.gov/37736439/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-38846187,K5,38846187,prespecified_seed,7,2024,Zinc-Containing Over-The-Counter Product Causing Sideroblastic Anemia and Neutropenia.,,anemia;copper deficiency;neutropenia,"Sideroblastic anemia is characterized by anemia, granulocytopenia, and bone marrow findings of vacuolated precursors and ringed sideroblasts.",https://pubmed.ncbi.nlm.nih.gov/38846187/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-39641338,K5,39641338,top_score_recent,11,2024,Zinc supplementation for acute and persistent watery diarrhoea in children: A systematic review and meta-analysis.,randomised;clinical trial;systematic review;meta-analysis,diarr;vomiting,"BACKGROUND: Zinc is a micronutrient that plays a role in immune system strengthening and regulation of intestinal epithelial cells, and can reduce the duration and severity of diarrhoea.",https://pubmed.ncbi.nlm.nih.gov/39641338/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-40083990,K5,40083990,top_score_recent,11,2025,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",randomized;clinical trial,toxic;toxicity,The consistent maintenance of normal LFT and RFT parameters and electrolyte levels across trial groups throughout the study duration indicates that the supplement does not induce liver toxicity or negatively impact hepatic function.,https://pubmed.ncbi.nlm.nih.gov/40083990/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-40334186,K5,40334186,top_score_recent,11,2025,Oral zinc sulphate reduces the recurrence rate and provides significant therapeutic effects for viral warts: A systematic review and meta-analysis of randomized controlled trials.,randomized;systematic review;meta-analysis,nausea;vomiting,The most common treatment-related side effects were nausea (risk difference = 0.562; 95% CI = 0.088-1.036; p = 0.020) and vomiting (risk difference = 0.205; 95% CI = 0.092-0.317; p < 0.001).,https://pubmed.ncbi.nlm.nih.gov/40334186/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
EV-K5-40623863,K5,40623863,top_score_recent,11,2025,Efficacy of zinc sulfate supplementation in managing neonatal hyperbilirubinemia: a meta-analysis.,randomized;meta-analysis,diarr;vomiting,"Zinc supplementation did not cause diarrhea, rash, or vomiting, but publication bias was found.",https://pubmed.ncbi.nlm.nih.gov/40623863/,PubMed abstract,agent_review_required,not_assessed,abstract-only candidate; not a verified effect estimate,,,,,,,,,,
