source,target_id,rank,provider_id,pmid,doi,year,journal,title,url,study
crossref,mineral_secondary,8,10.1093/9780197610145.003.1920,,10.1093/9780197610145.003.1920,2023,Official Methods of Analysis of AOAC INTERNATIONAL,"AOAC Official Method 974.27Cadmium, Chromium, Copper, Iron, Lead, Magnesium, Manganese, Silver, and Zinc in Water",https://doi.org/10.1093/9780197610145.003.1920,kwon_otc_nutrients
crossref,mineral_secondary,9,10.1186/isrctn77377400,,10.1186/isrctn77377400,2012,http://isrctn.org/&gt;,Re-evaluation of the upper level of intake for zinc using novel molecular biomarkers of copper status,https://doi.org/10.1186/isrctn77377400,kwon_otc_nutrients
crossref,mineral_secondary,10,10.2903/j.efsa.2004.125,,10.2903/j.efsa.2004.125,2004,EFSA Journal,"Opinion of the Scientific Panel on Dietetic products, nutrition and allergies [NDA] related to the Tolerable Upper Intake Level of Iron",https://doi.org/10.2903/j.efsa.2004.125,kwon_otc_nutrients
crossref,mineral_secondary,11,10.1101/2025.09.17.676746,,10.1101/2025.09.17.676746,2025,,"Changes in Urinary Proteome Post-Translational Modifications Following Short-Term Intake of Specific Magnesium, Calcium, Zinc, and Iron Supplements in Rats",https://doi.org/10.1101/2025.09.17.676746,kwon_otc_nutrients
crossref,mineral_secondary,12,10.3403/02479182u,,10.3403/02479182u,None,,Zinc and zinc alloys. Chemical analysis,https://doi.org/10.3403/02479182u,kwon_otc_nutrients
crossref,mineral_secondary,13,10.1016/s0271-5317(01)00268-8,,10.1016/s0271-5317(01)00268-8,2001,Nutrition Research,Intestinal absorption of zinc is promoted by low-level intake but inhibited by high-level intake of corn husk fiber in rats,https://doi.org/10.1016/s0271-5317(01)00268-8,kwon_otc_nutrients
crossref,mineral_secondary,14,10.3403/02479182,,10.3403/02479182,None,,Zinc and zinc alloys. Chemical analysis,https://doi.org/10.3403/02479182,kwon_otc_nutrients
crossref,mineral_secondary,15,10.3403/00029901u,,10.3403/00029901u,None,,Methods for the sampling and analysis of zinc and zinc alloys,https://doi.org/10.3403/00029901u,kwon_otc_nutrients
crossref,mineral_secondary,16,10.3403/00029901,,10.3403/00029901,None,,Methods for the sampling and analysis of zinc and zinc alloys,https://doi.org/10.3403/00029901,kwon_otc_nutrients
crossref,mineral_secondary,17,10.1016/s0271-5317(00)00234-7,,10.1016/s0271-5317(00)00234-7,2000,Nutrition Research,"Consumption of Silk Protein, Sericin Elevates Intestinal Absorption of Zinc, Iron, Magnesium and Calcium in Rats",https://doi.org/10.1016/s0271-5317(00)00234-7,kwon_otc_nutrients
crossref,mineral_secondary,18,10.1016/0002-8223(94)91692-6,,10.1016/0002-8223(94)91692-6,1994,Journal of the American Dietetic Association,"Effect of meat intake on zinc absorption, iron and zinc balance and indices of iron status",https://doi.org/10.1016/0002-8223(94)91692-6,kwon_otc_nutrients
crossref,mineral_secondary,19,10.3403/30113090u,,10.3403/30113090u,None,,Iron ores. Determination of magnesium. Flame atomic absorption spectrometric method,https://doi.org/10.3403/30113090u,kwon_otc_nutrients
crossref,mineral_secondary,20,10.3403/30345997,,10.3403/30345997,None,,Iron ores. Determination of magnesium. Flame atomic absorption spectrometric method,https://doi.org/10.3403/30345997,kwon_otc_nutrients
