record_id,target_id,pmid,year,priority,suggested_decision,matched_population_terms,matched_ingredient_terms,matched_outcome_terms,matched_study_terms,title,url
pubmed:41149778:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41149778,2025,likely_exclude,likely_exclude,supplement,pyridoxine; vitamin b6; b6,neurotoxicity; toxicity,,Is Vitamin B6 a Precision Therapy for Neonatal Seizures?,https://pubmed.ncbi.nlm.nih.gov/41149778/
pubmed:41133339:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41133339,2025,manual_review_medium,include_candidate,supplement,pyridoxine,neuropathy,systematic review,Acute non-alcoholic nutritional neuropathies in high-income countries - a systematic review.,https://pubmed.ncbi.nlm.nih.gov/41133339/
pubmed:41111862:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41111862,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,,"Effects of 12-Week Multiple Micronutrient Supplementation on Immune Function, Body Weight, and Metabolic Parameters in Middle-Aged Women: A Retrospective Study.",https://pubmed.ncbi.nlm.nih.gov/41111862/
pubmed:41012503:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41012503,2025,likely_exclude,likely_exclude,supplement,pyridoxine; b6,,,Development of 3D-Printed Gel-Based Supplement-Containing Tablets with Tailored Release Profiles for Neurological Pain Management.,https://pubmed.ncbi.nlm.nih.gov/41012503/
pubmed:41010482:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,41010482,2025,likely_exclude,likely_exclude,supplement; dietary,b6,toxicity,,"Vitamins, Vascular Health and Disease.",https://pubmed.ncbi.nlm.nih.gov/41010482/
pubmed:40996763:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40996763,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,randomized; clinical trial,Antioxidant Treatment and the Chance to Conceive in Men Seeking Fertility Care: The SUMMER Randomized Clinical Trial.,https://pubmed.ncbi.nlm.nih.gov/40996763/
pubmed:40913882:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40913882,2025,likely_exclude,likely_exclude,supplement,pyridoxine,adverse,randomized,"Pyridoxine supplementation for levetiracetam-related neuropsychiatric adverse events in pediatric and adolescent epilepsy: a prospective, double-blind, randomized, placebo-controlled trial.",https://pubmed.ncbi.nlm.nih.gov/40913882/
pubmed:40853095:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40853095,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,adverse,randomized,Unlocking Relief: Investigating the Impact of a Fixed Combination of Acetyl-L-Carnitine and Palmitoylethanolamide on Traumatic Acute Low Back Pain.,https://pubmed.ncbi.nlm.nih.gov/40853095/
pubmed:40843754:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40843754,2025,likely_exclude,likely_exclude,dietary,pyridoxine,adverse,systematic review; cohort; case report,Hyperemesis in Pregnancy: Complications and Treatment.,https://pubmed.ncbi.nlm.nih.gov/40843754/
pubmed:40809450:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40809450,2025,likely_exclude,likely_exclude,supplement,b6,,,"Toxic Effects of Excess Vitamins A, B6, and Folic Acid on the Nervous System.",https://pubmed.ncbi.nlm.nih.gov/40809450/
pubmed:40754968:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40754968,2025,manual_review_medium,include_candidate,supplement,pyridoxine,toxicity,,Pyridoxine toxicity from over‑the-counter supplements.,https://pubmed.ncbi.nlm.nih.gov/40754968/
pubmed:40751583:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40751583,2025,likely_exclude,likely_exclude,supplement,pyridoxine; vitamin b6; b6,toxicity; adverse,systematic review,Effectiveness of Pyridoxal-5'-Phosphate in PNPO Deficiency: A Systematic Review.,https://pubmed.ncbi.nlm.nih.gov/40751583/
pubmed:40714656:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40714656,2025,likely_exclude,likely_exclude,supplement,pyridoxine; vitamin b6; b6,adverse,,Two new cases of KYNU deficiency: Further delineation of the phenotypic and biochemical spectrum and exploration of treatment options.,https://pubmed.ncbi.nlm.nih.gov/40714656/
pubmed:40645780:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40645780,2025,likely_exclude,likely_exclude,supplement,pyridoxine,neuropathy,,Hypocupraemia-related drug-refractory seizures in Wilson disease.,https://pubmed.ncbi.nlm.nih.gov/40645780/
pubmed:40636590:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40636590,2025,likely_exclude,likely_exclude,adult; supplement,vitamin b6; b6,neuropathy,,Hypophosphatasia and neuropathic pain: related to vitamin B6 metabolism?,https://pubmed.ncbi.nlm.nih.gov/40636590/
pubmed:40625625:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40625625,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,neuropathy,,Causal Relationship Between Various Vitamins and Different Diabetic Complications: A Mendelian Randomization Study.,https://pubmed.ncbi.nlm.nih.gov/40625625/
pubmed:40611181:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40611181,2025,likely_exclude,likely_exclude,supplement; dietary,,adverse,,Public self-reported adverse experience and knowledge about use of herbal and dietary supplements.,https://pubmed.ncbi.nlm.nih.gov/40611181/
pubmed:40584106:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40584106,2025,likely_exclude,likely_exclude,supplement,vitamin b6; b6,toxicity,,Potential application of pig (Sus scrofa domestica) skin peptide-iron chelates in the treatment of iron deficiency anemia and regulation of intestinal flora metabolism.,https://pubmed.ncbi.nlm.nih.gov/40584106/
pubmed:40463402:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2,b6_bcomplex_neuropathy,40463402,2025,manual_review_high,include_candidate,supplement,vitamin b6; b6,adverse,randomized; cohort,Vitamin B Supplementation and Homocysteine Reduction in Nigerian Children with Nephrotic Syndrome: A Randomized Controlled Trial.,https://pubmed.ncbi.nlm.nih.gov/40463402/
pubmed:42219438:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42219438,2026,likely_exclude,likely_exclude,supplement,iron,interaction,,Iron dysregulation in the central nervous system: implications for autism spectrum disorder.,https://pubmed.ncbi.nlm.nih.gov/42219438/
pubmed:42218825:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42218825,2026,likely_exclude,likely_exclude,dietary,calcium,interaction,randomized,"Effects of dietary calcium, non-phytate phosphorus and electrolyte balance on the serum biochemical parameters and nutrient metabolism of yellow-feathered broilers fed a low-protein diet.",https://pubmed.ncbi.nlm.nih.gov/42218825/
pubmed:42217623:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42217623,2026,likely_exclude,likely_exclude,adult; supplement,zinc,adverse,,Characterizing Clinical Patterns and Associated Factors of Zinc-Induced Copper Deficiency: Insights from Large-Scale Pharmacovigilance Databases.,https://pubmed.ncbi.nlm.nih.gov/42217623/
pubmed:42216694:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42216694,2026,likely_exclude,likely_exclude,adult; dietary,iron; magnesium,interaction,,Predicting Depression Risk in Physically Inactive Older Adults Using Dietary Antioxidants and Machine Learning: A SHAP-Interpretable Analysis of NHANES.,https://pubmed.ncbi.nlm.nih.gov/42216694/
pubmed:42213695:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42213695,2026,likely_exclude,exclude_duplicate,dietary,calcium,interaction,randomized,Effect of dietary Ca:P ratio on ionized calcium and calcium homeostasis in cats with early-stage chronic kidney disease.,https://pubmed.ncbi.nlm.nih.gov/42213695/
pubmed:42209618:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42209618,2026,likely_exclude,likely_exclude,supplement,iron,interaction,,Data-driven optimization of mechanical performance and durability of cementitious composites in acidic environments.,https://pubmed.ncbi.nlm.nih.gov/42209618/
pubmed:42207388:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42207388,2026,likely_exclude,likely_exclude,adult; dietary,zinc,adverse,cohort,Zinc deficiency and sarcopenia define a metabolic frailty phenotype predicting hepatic encephalopathy and early mortality in cirrhosis.,https://pubmed.ncbi.nlm.nih.gov/42207388/
pubmed:42201017:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42201017,2026,likely_exclude,likely_exclude,adult; supplement,iron,adverse,systematic review; cohort,"β-Thalassemia Minor and Pregnancy Outcomes: Pathophysiology, Clinical Implications, and Management.",https://pubmed.ncbi.nlm.nih.gov/42201017/
pubmed:42198820:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42198820,2026,likely_exclude,likely_exclude,dietary,iron; magnesium; calcium; zinc,absorption,clinical trial,[Hypercaloric poultry meat product for enteral nutrition].,https://pubmed.ncbi.nlm.nih.gov/42198820/
pubmed:42197003:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42197003,2026,likely_exclude,likely_exclude,adult; dietary,magnesium,adverse,cohort,Serum and Urinary Magnesium Status in Asian CKD Patients and Healthy Controls: A Cross-Sectional Analysis.,https://pubmed.ncbi.nlm.nih.gov/42197003/
pubmed:42196945:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42196945,2026,likely_exclude,likely_exclude,adult; supplement,iron; zinc,absorption; adverse,,Micronutrient Deficiencies in Heart Transplant Recipients-Scoping Review.,https://pubmed.ncbi.nlm.nih.gov/42196945/
pubmed:42194759:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42194759,2026,likely_exclude,likely_exclude,adult; supplement,calcium,interaction,randomised; cohort,Adjunct Tendon Vibration and Bone Outcomes in Older Adults with Osteoporosis: A 12-Month Prospective Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/42194759/
pubmed:42194653:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42194653,2026,likely_exclude,likely_exclude,adult; supplement,iron; ferrous,absorption; adverse,pharmacokinetic,"Iron Deficiency and Oral Treatments: Limitations, Pharmacokinetics, and the Role of Iron Protein Succinylate in Clinical Practice.",https://pubmed.ncbi.nlm.nih.gov/42194653/
pubmed:42193244:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42193244,2026,likely_exclude,likely_exclude,supplement; dietary,zinc,diarrhea,,Combined Supplementation of Live Yeast and Yeast Postbiotics Enhances Antioxidant Capacity and Intestinal Health in Weaned Piglets.,https://pubmed.ncbi.nlm.nih.gov/42193244/
pubmed:42182979:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42182979,2026,likely_exclude,exclude_duplicate,supplement,calcium,adverse,cohort,Combined occurrence of cardiovascular and bone events in individuals with kidney stone disease.,https://pubmed.ncbi.nlm.nih.gov/42182979/
pubmed:42182005:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42182005,2026,likely_exclude,likely_exclude,dietary,iron; zinc,interaction,,Antiviral potential of zinc ion: mechanisms and applications in viral infections.,https://pubmed.ncbi.nlm.nih.gov/42182005/
pubmed:42181337:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42181337,2026,likely_exclude,exclude_duplicate,supplement,calcium,adverse,cohort,Effectiveness of Immediate Oral Calcium Supplementation After Thyroidectomy on Early Postoperative Hypocalcemia: A Retrospective Study.,https://pubmed.ncbi.nlm.nih.gov/42181337/
pubmed:42181090:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42181090,2026,likely_exclude,likely_exclude,supplement; dietary,zinc,diarrhea,randomized,Maternal bis-glycinate bound zinc supplementation alters sow performance and milk metabolomic-lipidomic profiles and mitigates piglet diarrhea.,https://pubmed.ncbi.nlm.nih.gov/42181090/
pubmed:42179277:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42179277,2026,likely_exclude,exclude_duplicate,dietary,calcium,adverse,,"Dual Effects of Nicotinamide on Aging-Related Arrhythmia: Protective at Low Dose, Proarrhythmic at Higher Doses.",https://pubmed.ncbi.nlm.nih.gov/42179277/
pubmed:42178031:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42178031,2026,likely_exclude,likely_exclude,adult; supplement; dietary,iron,adverse,,The Co-occurrence of Iron and vitamin D deficiency in the middle east: A regional review with a focus on Saudi Arabia as a case study for integrated public health strategies.,https://pubmed.ncbi.nlm.nih.gov/42178031/
pubmed:42175738:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42175738,2026,likely_exclude,likely_exclude,supplement,calcium,interaction,,The interplay between vitamin D status and exerkine signaling: implications for exercise adaptation in athletes: narrative review.,https://pubmed.ncbi.nlm.nih.gov/42175738/
pubmed:42174738:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42174738,2026,likely_exclude,likely_exclude,dietary,iron,absorption,,"Dietary characteristics associated with hemoglobin and anemia among prospective first-time voluntary blood donors in Accra, Ghana.",https://pubmed.ncbi.nlm.nih.gov/42174738/
pubmed:42173557:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42173557,2026,likely_exclude,likely_exclude,supplement; dietary,iron; zinc,adverse,,Dietary diversity of adolescent girls living in an urban resource-poor setting of Dhaka city: results from Nutri-CAP study.,https://pubmed.ncbi.nlm.nih.gov/42173557/
pubmed:42172659:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42172659,2026,likely_exclude,likely_exclude,,,absorption,,Gut microbiota dysbiosis and osteoporosis: pathogenesis and novel intervention strategies.,https://pubmed.ncbi.nlm.nih.gov/42172659/
pubmed:42171972:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42171972,2026,likely_exclude,likely_exclude,supplement,zinc,interaction,,ZAG and Zn/ZAG Ratio in Seminal Plasma: Dual Roles in Male Semen Quality.,https://pubmed.ncbi.nlm.nih.gov/42171972/
pubmed:42169402:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42169402,2026,likely_exclude,likely_exclude,supplement,iron,interaction,randomized; clinical trial,Effect of Small-Quantity Lipid-Based Nutrient Supplementation on Children's Cortisol Concentration.,https://pubmed.ncbi.nlm.nih.gov/42169402/
pubmed:42163418:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42163418,2026,likely_exclude,likely_exclude,supplement,magnesium,adverse,systematic review; meta-analysis; randomised; cohort,The impact of magnesium levels in pregnancy on adverse birth outcomes: a protocol for a systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/42163418/
pubmed:42160939:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42160939,2026,likely_exclude,likely_exclude,dietary,calcium,interaction,,Oxidative stress-induced endothelial dysfunction drives mechanical and infectious lung injury: Therapeutic potential of kaempferol in males.,https://pubmed.ncbi.nlm.nih.gov/42160939/
pubmed:42158881:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42158881,2026,likely_exclude,exclude_duplicate,dietary,calcium,interaction; absorption,,The gut-kidney axis in calcium oxalate nephrolithiasis: Nutritional and microbial insights.,https://pubmed.ncbi.nlm.nih.gov/42158881/
pubmed:42158645:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42158645,2026,likely_exclude,likely_exclude,supplement,iron,adverse,,Barriers and Facilitators of Compliance with Iron-Folic Acid Supplementation Among Pregnant Women in Southern Afghanistan: A Qualitative Study.,https://pubmed.ncbi.nlm.nih.gov/42158645/
pubmed:42157941:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42157941,2026,likely_exclude,likely_exclude,dietary,iron,interaction,,Competitive Binding of UBA52 and HOPX Modulates β-catenin Stability in Colorectal Cancer in the Context of High-Iron Intake.,https://pubmed.ncbi.nlm.nih.gov/42157941/
pubmed:42156079:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42156079,2026,likely_exclude,likely_exclude,dietary,iron,absorption,,Vitamin C Deficiency Related Cytopenias in Hematology Practice: Revisiting Risk Factors of Access and Income.,https://pubmed.ncbi.nlm.nih.gov/42156079/
pubmed:42152139:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42152139,2026,likely_exclude,likely_exclude,supplement,iron,absorption,case report,Olfactory function and an explanatory model of pica revealed through a case report.,https://pubmed.ncbi.nlm.nih.gov/42152139/
pubmed:42147788:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42147788,2026,likely_exclude,exclude_duplicate,dietary,calcium,adverse,cohort,Long-term citrate treatment in high-risk kidney stone formers is not associated with metabolic adverse effects.,https://pubmed.ncbi.nlm.nih.gov/42147788/
pubmed:42144902:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42144902,2026,likely_exclude,exclude_duplicate,supplement; dietary,iron; magnesium; calcium; zinc,adverse,,Rethinking the maximum inclusion levels of exogenous phytase for enhanced turkey production performance.,https://pubmed.ncbi.nlm.nih.gov/42144902/
pubmed:42143473:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42143473,2026,likely_exclude,likely_exclude,,iron; zinc,interaction,,"Combined use of stable isotopes and heavy metal analysis of Microlophus atacamensis reveals anthropogenic impacts in the coastal upwelling zone, Northern Chile.",https://pubmed.ncbi.nlm.nih.gov/42143473/
pubmed:42142201:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42142201,2026,likely_exclude,exclude_duplicate,dietary,calcium,adverse,,Highlights of Cardiovascular Disease Prevention Studies Presented at the 2026 American College of Cardiology Conference.,https://pubmed.ncbi.nlm.nih.gov/42142201/
pubmed:42141851:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42141851,2026,likely_exclude,likely_exclude,supplement,iron,absorption,,Elucidating the Pathogenic Role of Helicobacter pylori Infection in Hematologic Disorders: Mechanistic Insights and Future Perspectives.,https://pubmed.ncbi.nlm.nih.gov/42141851/
pubmed:42135948:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42135948,2026,likely_exclude,likely_exclude,supplement; dietary,zinc,absorption,,Determination of the relative bioavailability of potentiated zinc oxide in sheep.,https://pubmed.ncbi.nlm.nih.gov/42135948/
pubmed:42135934:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42135934,2026,likely_exclude,likely_exclude,supplement,calcium,interaction,clinical trial; cohort,Why Osteosarcopenia Matters: Clinical and Investigative Implications.,https://pubmed.ncbi.nlm.nih.gov/42135934/
pubmed:42134142:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42134142,2026,likely_exclude,likely_exclude,supplement; dietary,iron,adverse,,Novel aflatoxin oxidase CotA alleviates aflatoxin B1 toxicity in broilers by reducing hepatic AFB1 residues and inhibiting oxidative stress-mediated ferroptosis.,https://pubmed.ncbi.nlm.nih.gov/42134142/
pubmed:42132970:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42132970,2026,likely_exclude,likely_exclude,dietary,iron; zinc,absorption,,"Serum Zinc, Copper, and Lead Levels in Iraqi Gastric Cancer Patients: A Gender-Stratified Case-Control Study with ROC Diagnostic Analysis.",https://pubmed.ncbi.nlm.nih.gov/42132970/
pubmed:42132028:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42132028,2026,manual_review_high,include_candidate,supplement,iron; zinc,adverse,randomized,Is iron supplementation likely to impair linear growth and gut microbiota composition of Myanmar young children when complementary feeding is not optimized? A randomized controlled trial.,https://pubmed.ncbi.nlm.nih.gov/42132028/
pubmed:42130995:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42130995,2026,likely_exclude,exclude_duplicate,adult; supplement,calcium,adverse,randomized; case report,Effect of Vitamin D Supplementation Regimens on Fracture Healing and Serum Biomarker Profile in Long-Bone Fractures: A Prospective Randomized Study.,https://pubmed.ncbi.nlm.nih.gov/42130995/
pubmed:42130673:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42130673,2026,likely_exclude,exclude_duplicate,supplement,calcium,interaction; adverse,pharmacokinetic,"Deciphering the anxiolytic mechanism of glycowithenolides from Withania somnifera: insights from network pharmacology, molecular docking, and simulation studies.",https://pubmed.ncbi.nlm.nih.gov/42130673/
pubmed:42129691:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42129691,2026,likely_exclude,likely_exclude,supplement,iron; zinc,adverse,systematic review; meta-analysis,Impact of maternal micronutrient supplementation on pregnancy outcomes in developing countries: a systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/42129691/
pubmed:42129010:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42129010,2026,likely_exclude,exclude_duplicate,supplement,calcium,adverse,,Shining Light on Dysautonomia: The Role of Vitamin D in Cardiac Autonomic Regulation.,https://pubmed.ncbi.nlm.nih.gov/42129010/
pubmed:42126811:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42126811,2026,likely_exclude,likely_exclude,supplement,iron; ferrous,absorption; adverse,,Nanotechnology for the treatment of iron deficiency anemia: an in vivo review.,https://pubmed.ncbi.nlm.nih.gov/42126811/
pubmed:42126511:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42126511,2026,likely_exclude,likely_exclude,dietary,iron,absorption,,"Potential diagnostic, prognostic, and therapeutic implications of ferroptosis in myelodysplastic syndromes.",https://pubmed.ncbi.nlm.nih.gov/42126511/
pubmed:42124000:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef,mineral_gi_interaction,42124000,2026,likely_exclude,likely_exclude,supplement,iron,adverse,randomized,Dose-Dependent Alterations of the Human Gut Microbiome During Oral Iron Supplementation: A Randomized Study in Iron-Deficient Non-Anaemic Women.,https://pubmed.ncbi.nlm.nih.gov/42124000/
pubmed:36906146:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,36906146,2023,likely_exclude,likely_exclude,supplement; dietary,vitamin d; calcium,hypercalciuria; nephrolithiasis,,Kidney Stone Prevention.,https://pubmed.ncbi.nlm.nih.gov/36906146/
pubmed:34774245:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,34774245,2021,likely_exclude,likely_exclude,supplement,vitamin d; calcium,hypercalcemia,,Drug-Related Hypercalcemia.,https://pubmed.ncbi.nlm.nih.gov/34774245/
pubmed:30294301:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,30294301,2018,likely_exclude,likely_exclude,,vitamin d,hypercalcemia; toxicity,,Vitamin D Toxicity-A Clinical Perspective.,https://pubmed.ncbi.nlm.nih.gov/30294301/
pubmed:18689406:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,18689406,2008,likely_exclude,likely_exclude,,vitamin d; cholecalciferol; calciferol,hypercalcemia; toxicity,pharmacokinetic,Pharmacokinetics of vitamin D toxicity.,https://pubmed.ncbi.nlm.nih.gov/18689406/
pubmed:38814276:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,38814276,2024,likely_exclude,likely_exclude,supplement; dietary,vitamin d; calcium,nephrolithiasis,,Risk factors for nephrolithiasis formation: an umbrella review.,https://pubmed.ncbi.nlm.nih.gov/38814276/
pubmed:28216084:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,28216084,2018,likely_exclude,likely_exclude,supplement; dietary,vitamin d; calcium,hypercalcemia; hypercalciuria; adverse,,Vitamin D supplementation guidelines.,https://pubmed.ncbi.nlm.nih.gov/28216084/
pubmed:35575431:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,35575431,2022,likely_exclude,likely_exclude,supplement; dietary,vitamin d; calcium,toxicity,,"Vitamin D: sources, physiological role, biokinetics, deficiency, therapeutic use, toxicity, and overview of analytical methods for detection of vitamin D and its metabolites.",https://pubmed.ncbi.nlm.nih.gov/35575431/
pubmed:34959915:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,34959915,2021,likely_exclude,likely_exclude,supplement; dietary,vitamin d; cholecalciferol; calciferol; calcium,hypercalciuria; nephrolithiasis,,Calcium and Vitamin D Supplementation and Their Association with Kidney Stone Disease: A Narrative Review.,https://pubmed.ncbi.nlm.nih.gov/34959915/
pubmed:34969941:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,34969941,2022,likely_exclude,likely_exclude,supplement,vitamin d; cholecalciferol; calciferol,hypercalcemia; hypercalciuria; toxicity,,Indian Academy of Pediatrics Revised (2021) Guidelines on Prevention and Treatment of Vitamin D Deficiency and Rickets.,https://pubmed.ncbi.nlm.nih.gov/34969941/
pubmed:30449546:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,30449546,2018,likely_exclude,likely_exclude,supplement; dietary,vitamin d; calcium,hypercalciuria,,Hypocalcemic disorders.,https://pubmed.ncbi.nlm.nih.gov/30449546/
pubmed:37976176:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,37976176,2024,likely_exclude,likely_exclude,,calcium,toxicity,,Beta-blocker and calcium-channel blocker toxicity: current evidence on evaluation and management.,https://pubmed.ncbi.nlm.nih.gov/37976176/
pubmed:25031016:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,25031016,2016,likely_exclude,likely_exclude,dietary,calcium,hypercalciuria; nephrolithiasis,,Salt and nephrolithiasis.,https://pubmed.ncbi.nlm.nih.gov/25031016/
pubmed:2648666:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,2648666,1989,likely_exclude,likely_exclude,,cholecalciferol; calciferol; calcium,hypercalcemia; toxicity,,Hypercalcemia.,https://pubmed.ncbi.nlm.nih.gov/2648666/
pubmed:35639792:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,35639792,2022,likely_exclude,likely_exclude,adult; supplement,vitamin d; cholecalciferol; calciferol,adverse,randomized,"High-dose versus standard-dose vitamin D supplementation in older adults with COVID-19 (COVIT-TRIAL): A multicenter, open-label, randomized controlled superiority trial.",https://pubmed.ncbi.nlm.nih.gov/35639792/
pubmed:39275206:pubmed_high_dose_vitd_calcium_20260603T125913_945276c0,high_dose_vitd_calcium,39275206,2024,likely_exclude,likely_exclude,supplement,vitamin d; cholecalciferol; calciferol; calcium,,randomized; randomised,"Effects of High Dose Bolus Cholecalciferol on Free Vitamin D Metabolites, Bone Turnover Markers and Physical Function.",https://pubmed.ncbi.nlm.nih.gov/39275206/
