record_id,pmid,question_ids,label,confidence,evidence_basis,rationale,parse_status,batch_id,model_id,model_revision,prompt_sha256,input_sha256
PMID-20648003,20648003,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로는 아세트아미노펜,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,c3218c56286d1e1994cdcb9a9185373796dc8442560ad44e2288ab0c5134b5bf
PMID-20650915,20650915,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록에서 아세트아미노펜 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,5500dc31f45e2c171e6b23cb9af8f721f2d97832d5392a7a3dcd9879bdee28b6
PMID-20653358,20653358,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록에서 아세트아미노펜 관련 안,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,2e45efb67c17eb68417293f315d6219a33a51ca2efce7fed6ec2f59537223a45
PMID-20662728,20662728,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,4d12c88f49762bf91c9d4635f53c42f9fa7e240450ac821b25408d528304fbc9
PMID-20664622,20664622,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,c82dd25a23d2c5d9188cbd704e46e1078182a7cc829bd0af83c63d1884f52d95
PMID-20668441,20668441,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록에서 아세트아미노펜 관련 안,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,54e05d68a5dedf62f57e92bcfc909ee25a345add4af8149cb24aed8665a41efb
PMID-20676066,20676066,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록에서 아세트아미노펜 관련 안,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,dab7188ab8dc8b049597aef13ee6f166be9282b0f617b0ead8e429cc7e97cc12
PMID-20676904,20676904,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록에서 관련성 미비,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,2e893b789cc3b21c489eb97a937ec18bb2b9822cf1d7dc393e0863bbc863ca41
PMID-20679180,20679180,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 질문과 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,647f1e327301b06c361dfededf48d65843c6740386fff876f4c00d0cfe8c5e5d
PMID-20682226,20682226,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록에서 관련성 확인 불가,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,ac8d2f4ffb9b185b7f59972829dfa8c703e9272f4496f423e15d8e54c7120f08
PMID-20682521,20682521,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 감기·알레르기 �,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,d37ca57d1a5719b6ec104a4c4b8fe87db0c81751097ace6675a1ec6f96dc3b68
PMID-20684166,20684166,OTC-LIT-Q02-NSAID,deprioritize,low,title_abstract,제목과 초록에서 관련성 미비,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,a4fc0d4e0f0b8791c9fcf98c61f307742e0aaaedf264548ad976a9cfcb0b500d
PMID-20685010,20685010,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,초록과 PICOS 질문 간 연관성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,9b0b7d04b8e454fe8448e0bec019857fb97d63c3bef8736920d5d00b731ddc1b
PMID-20688502,20688502,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로는 아세트아미노펜,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,7844d2c3ffeb952f40a25f3bc17f8d3a50c9df78faedf75b3ef6f73b647cc92a
PMID-20689124,20689124,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록에서 아세트아미노펜 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,9644c0fb2e677769a35c22f8dbf7ed7845e445348b43d7c09526ebd1676d5738
PMID-20691144,20691144,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로 아세트아미노펜 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,0b03f19af2823f0f186a16006c204b4556e15fc0698cc0645dc763ee4e0e9a9e
PMID-20693855,20693855,OTC-LIT-Q05-TOPICAL,deprioritize,low,title_abstract,제목과 초록으로는 외용성분 관련 연구,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,ef8e72507af3ee252cdf589efdd5d4c14882ffb1fc2f4a0556f54e099a613c62
PMID-20694460,20694460,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로는 아세트아미노펜,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,f6a1ca150c6568f884ac6bf0709c8268a9176f7e7f540b089840ea87e9283df7
PMID-20695686,20695686,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록에서 관련성 미비,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,d5fbe89dbff8859f265f176ccdce2c6089efb6f06b08053e023f27258263ca03
PMID-20697948,20697948,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성 미확실,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,97267eede62cc7f57947f86e4ec976517f9e22f7df967eba49d662097c338b63
PMID-20701502,20701502,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로 PICOS 질문과 관련성이 낮,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,84f5e824d992c20e2f545d788475d76113d1ae1491c184193b2ad392b8c3b092
PMID-20706731,20706731,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,e6101e7c2e436144db22a497a576b84addd84dbed011cf2c79f761cc93bcefb5
PMID-20708878,20708878,OTC-LIT-Q03-COLD-ALLERGY,uncertain,medium,title_abstract,12단어 이하 근거,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,b79f8c9208486aea4e13e24b3ee7bfd21aad586560ffc00181b4fdb7482856f2
PMID-20712021,20712021,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록에서 아세트아미노펜 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,7f06cc37adfdbed752b03b0494f44ed0e89dabe0e5a7812624f189f090639c3d
PMID-20714142,20714142,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_only,초록 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,f2a320d1f51168be96dd46a68c20b9bbe7243cd5b495bd865f56a90ebae2cd7f
PMID-20716244,20716244,OTC-LIT-Q01-ACETAMINOPHEN;OTC-LIT-Q02-NSAID,uncertain,low,title_abstract,모델 출력 형식을 해석하지 못함,fallback_invalid_output,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,fca75fb293b755c5ade2854f059b26fc5ce46b2c8b1fecaf0da8114559102a19
PMID-20718179,20718179,OTC-LIT-Q02-NSAID,deprioritize,low,title_abstract,제목과 초록으로는 중복과 주요 위해 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,e57c4bf6698f3ded0b374fda36a0f7e117fd25bda7bfa7e108660adfe3c0e9b6
PMID-20724565,20724565,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,d7a97c3a13f9983c87fdff35208fc3673d25a388749c3523164fecdaca329589
PMID-20725075,20725075,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_only,제목과 초록으로 보아 관련성이 불명확,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,9657ebf129429feb8692cbb6df20a4afaf0374823f40efbbfac21256aa089e79
PMID-20727731,20727731,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,b41734d3d71606fa07301d8cfe8222f1877edc421c71ba0ab9c9bba899271479
PMID-20728679,20728679,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로 아세트아미노펜 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,c7195538b81d3efbf0c46c9c1513139a275a0d328083d468cda55d4be7deceec
PMID-20732408,20732408,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록에서 아세트아미노펜 관련 안,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,cd97bba5f1da4e03de4bf448e068dc36dcbf6227fa37117f496f66cce8ed40af
PMID-20735774,20735774,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로는 아세트아미노펜,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,ff571270023e866bb913d631b2d2dedb82901f6230397e3d4703bed882718cc0
PMID-20735872,20735872,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록에서 아세트아미노펜 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,2cd28157202cdb3d94b1a26fd56d815765784e804a45e048a304b6216f082e5b
PMID-20737523,20737523,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로 PICOS 질문과 관련성이 낮,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,68bf3815c24e408127bd5a9a81e5a7cb169ca48f3eeff1161e9482894a85d596
PMID-20804454,20804454,OTC-LIT-Q02-NSAID,deprioritize,low,title_abstract,제목과 초록에서 관련성 미비,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,f324d7764be97f429e4f1a728b01a0cb530d0b195923954977b02dc568ea3bb8
PMID-20804611,20804611,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로는 아세트아미노펜,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,f7b8fe3fbc9f345459db1fa48241cc0be85ad3e8ec54e8ba1bff50c55f857a64
PMID-20805751,20805751,OTC-LIT-Q02-NSAID,deprioritize,low,title_abstract,제목과 초록에서 NSAID 중복과 관련된 안,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,36d0aace800f5a99e6a2945a84d5cddfbc48e50f6e0ae1c8aaff5ab0dfe0f742
PMID-20807918,20807918,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_only,제목과 초록으로 보아 관련성이 불명확,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,45f96ef58aacd9f62d10e0841a88330c11a738dd505bb63360adbf4afc94f868
PMID-20831538,20831538,OTC-LIT-Q02-NSAID,deprioritize,low,title_abstract,제목과 초록에서 관련성 확인难以,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,541559ff526fd189686cab5057855eeb0c0cb33cea8bc8a9af4b0afaf202119b
PMID-20836724,20836724,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록에서 관련성 확인 불가,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,bda1ba669b7e3d3a25680ca732cb1c66cb554575b1134d82474374a012acd9f4
PMID-20837257,20837257,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로 아세트아미노펜 관련,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,a7eea0e45b653f00be88718b698ff58fca0dea3c84ff9f1976c2f9958d983d88
PMID-20837398,20837398,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록으로는 명확한 관련성 확인难以,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,567cd6dbfe021e7376ba07203d75281fe43634465170c35fadc28cb0152302a4
PMID-20838006,20838006,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록에서 관련성 확인 불가,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,11d52f0bb5d9f499a32b87322e33d6e19289e929f233660dcac580def5ad074d
PMID-20838932,20838932,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록에서 관련성 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,3af54571b62d999976dc6fcd3bf6750bcf0fef75eff8d66238bd104d81dd0795
PMID-20841418,20841418,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록에서 관련성 미비,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,cb9e96a7dd98b025a5869eb0ef8881cefb3b90209839e2e017d208a809d3c67a
PMID-20843295,20843295,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록에서 관련성 미비,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,51ba8ef0b6cd95602d4dcbcda05a3f6857ad194090f11f17a6077d90de39dfe2
PMID-20843588,20843588,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로 PICOS 질문과 관련성이 낮,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,35f767139f86ffde693f0f959459aac04e3b9cf7864c6e552ae8951b9154fb96
PMID-20844102,20844102,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로는 아세트아미노펜,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,d7f6980c66c176eb79c320156d11af58f43ba7f6b240064826de5302b775a8a3
PMID-20845002,20845002,OTC-LIT-Q02-NSAID,deprioritize,low,title_abstract,제목과 초록으로는 관련성 미확실,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,62f4ad55d41642e2d58810a986914c2452ec64843581449783830d798f96e5b9
PMID-20849336,20849336,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_only,제목과 초록으로 보아 관련성이 불명확,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,20edf3170e17277a4f672ab08bcedb1e4fa0e494ff37b8fb98ae582869e978de
PMID-20849824,20849824,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록으로는 PICOS 질문과 직접적인 연관,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,c9f094825e371bfcc5c680aa55a2b73eb8b5606b96d005afde1e2a96c3e7c44d
PMID-20857079,20857079,OTC-LIT-Q02-NSAID,deprioritize,low,title_abstract,제목과 초록으로는 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,0c7e1bf2e0da4d52c48c469e7adfba1abdbb3679d2b1d636f1d5968436f2b0e1
PMID-20857257,20857257,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_abstract,제목과 초록으로는 아세트아미노펜,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,b336ae370983587705862e8ed4188073ffe0d16f2eba90c0f0d7277dbf08b4f7
PMID-20859794,20859794,OTC-LIT-Q03-COLD-ALLERGY,uncertain,medium,title_abstract,12단어 이하 근거,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,b3c19e04c2bbe949fd4dc879f9c630f1fa74e3892a10820c3cf9af175ad2abe0
PMID-20859803,20859803,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 감기·알레르기 �,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,8dba2f851a77f8defecf7a7ad1bde0850df631460474dd5d2bbb3f013de7015d
PMID-20859804,20859804,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성 미확실,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,51a10f539dce4061525a6ac09acc0e8426c3931bd6440ff51bcc55e67663abf3
PMID-20859806,20859806,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성 미확실,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,5225653f047fe465c581ef1d180f69b191eb5d4e6fcd7e43c5786502b220feb4
PMID-20859811,20859811,OTC-LIT-Q03-COLD-ALLERGY,uncertain,medium,title_abstract,제목과 초록으로 관련성 확인难以,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,ae729cf4de5ff294dd2466446bf84f036d7e04ca7210b869ad42b28d1d081ee3
PMID-20863222,20863222,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록으로는 특정 PICOS 질문과 관련성이 모,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,d9a80c6ff080afca4e9d4d25938d1f065a06d84f8dc8092bf068156546dc31b8
PMID-20872616,20872616,OTC-LIT-Q01-ACETAMINOPHEN,uncertain,medium,title_abstract,제목과 초록에서 아세트아미노펜 관련 정보,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,bfd2986f57d3bfd2b4eb2bece91f02c53038af5488b6d8b0495c465ecffcb03a
PMID-20876840,20876840,OTC-LIT-Q01-ACETAMINOPHEN,retain,high,title_abstract,acetaminophen overdose 5-oxoproline metabolic acidosis,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,8743edcb1104d7081c0ddc4175456d88e60547a1a3022de2d1ed2522756a9698
PMID-20878264,20878264,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성이 없음,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,87c11a2f27e9c01d1fe180c18d659d6bd3b1d72a24c9a870d09661ca169515a8
PMID-20881954,20881954,OTC-LIT-Q03-COLD-ALLERGY,deprioritize,low,title_abstract,제목과 초록으로 보아 관련성 미확실,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,c1c9ddf2406a0ab961f77dc0e2dcdbbe661f42e3300f0798a166c638c1149483
PMID-20923848,20923848,OTC-LIT-Q01-ACETAMINOPHEN,deprioritize,low,title_only,제목과 초록으로 보아 관련성이 불명확,parsed,P2-B0004,Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fb7e0b495d6c58538f66641c07425447dd012c1c3e8b4da2b186f155474d3e76,98c68b428b8874472a6ff82be9b652544ac4d2544f1578774670eb32cd44b30a
